recording_id,song_title,artist,artist_id,musicbrainz_tags,target_genre,lrclib_artist,lrclib_title,lyrics,lyrics_found,language
6e336d9d-3eb5-4e5a-ba1c-66a23167f6cc,Sunday Drive,Alabama,7ac055fa-e357-4890-9098-010b8094a900,"country, country rock, country pop, contemporary country, classic country",Country,Alabama,Sunday Drive,"Well this ain't
No Sunday drive
Got the tach
Redlined
Throttle opened wide
(Gentlemen, start your engines)

Got all new
Diagnostic-tuned
Polished, shined
Lookin' like new
This car will blow
Your mind
And your door
Right off

Rotated tires
Balanced, aligned
Highest octane
Money can buy
She looks like
She's flyin' when
She's sittin' at a stop

Your grocery-getting
Garbage
Is nothing
Next to mine

This ain't
No Sunday drive
Got the tach
Redlined
Throttle opened wide

Gonna kill a lot of bugs
Pass a lot of poles
Burn a little rubber
Down a blacktop road
Better be able
To bury that needle
Your pinkslip's on the line
This ain't no
Sunday drive

On mark, set
Ready, fly
I'll be waitin
At the finish

Hand your keys too, my baby
And don't ask
For a ride
This ain't no
Sunday drive
(No, it ain't, son!)

Well, this ain't
No Sunday drive
Got the tach
Redlined
Throttle opened wide

Gonna kill a lot of bugs
Pass a lot of poles
Burn a little rubber
Down a blacktop road
Better be able
To bury that needle
Your pinkslip's on the line

This ain't no
Sunday drive
This ain't no
Sunday drive

(Overdrive)

Drive (overdrive)

(Overdrive)

Drive
(Overdrive)

(This ain't no Sunday drive)",True,
70b04049-77e2-4b0a-baef-45a07ef14019,Hats Off,Alabama,7ac055fa-e357-4890-9098-010b8094a900,"country, country rock, country pop, traditional country, classic country",Country,Alabama,Hats Off,"The stage is set tonight down in Nashville
It's been a long, hard ride into town
And thanks to some cowboys and heroes
My chance to sing has finally come around

The first song I ever sang was Haggard's
Momma sang to me ""I saw the light""
And I'd turn my radio up louder
To hear Johnny Cash walk the line
Mhmm

Ol' Waylon sang the songs about Texas
Willie's blue eyes, cryin' in the rain
Bocephus sang a song about Dixie
And Lefty taught us all how to sing

Hats off to hard-ridin' cowboys
Riding somewhere tonight
Hats off to hard-ridin' cowboys
Wanted, dead or alive

Well, Charlie ran the devil out of Georgia
Skynyrd sang of sweet home Alabam'
The Allman Brothers taught us how to ramble
And the Tucker Boys showed us how to jam

Hats off to hard-ridin' cowboys
Riding somewhere tonight
Hats off to hard-ridin' cowboys
Wanted, dead or alive

Well, the stage is set tonight up in heaven
And Reba's band is there with Patsy Cline
And all around there's cowboys and cowgirls
And thanks to them, the music's still alive

Hats off to hard-ridin' cowboys
Flyin' somewhere tonight
Hats off to hard flyin' cowboys
Wanted, dead or alive",True,
b9c2af67-9f48-4aeb-962f-be99a9ba967e,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),Alabama,7ac055fa-e357-4890-9098-010b8094a900,"country, country rock, country pop, contemporary country, classic country",Country,Alabama,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),"If you're gonna play in Texas, you gotta have a fiddle in the band
That lead guitar is hot but not for ""Louisiana Man""
So rosin' up that bow for ""Faded Love"" and let's all dance
If you're gonna play in Texas, you gotta have a fiddle in the band
Oh, yeah!

Way down in Alabama we were puttin' on a show
When a cowboy in the back stood up and yelled, ""Cotton-Eyed Joe!""
He said, ""We love what you're doin', now boys don't get us wrong""
""There's just somethin' missin' in your song""

If you're gonna play in Texas (hey)
You gotta have a fiddle in the band
That lead guitar is hot but not for ""Louisiana Man""
He go rosin' up that bow for ""Faded Love"" and let's all dance
If you're gonna play in Texas, you gotta have a fiddle in the band

So we dusted off our boots and put our cowboy hats on straight
Them Texans raised the roof when Jeff opened up his case
Saying, ""Y'all all wanna two-step""
""Stay you wanna doe-si-doe""
""Here's your fiddlin' song before Jeff goes""

If you're gonna play in Texas (hey)
You gotta have a fiddle in the band
That lead guitar is hot but not for ""Louisiana Man""
So rosin' up that bow for ""Faded Love"" and let's all dance
If you're gonna play in Texas, you gotta have a fiddle in the band

If you're gonna play in Texas (hey)
You gotta have a fiddle in the band
That lead guitar is hot but not for ""Louisiana Man""
So rosin' up that bow for ""Faded Love"" and let's all dance
If you're gonna play in Texas, you gotta have a fiddle in the band

If you're gonna play in Texas (woo)
You gotta have a fiddle in the band
That lead guitar is hot but not for ""Louisiana Man""
So rosin' up that bow for ""Faded Love"" and let's all dance
If you're gonna play in Texas, you gotta have a fiddle in the band",True,
b9990412-31f4-4b48-b5f8-eda0dd71ed71,Fallin’ Again,Alabama,7ac055fa-e357-4890-9098-010b8094a900,"country, country rock, country pop, contemporary country, classic country",Country,Alabama,Fallin' Again,"Thinking of the faces I've seen
Back when I was young and green
I was falling back then
But now I'm workin' on building a fire
And flirtin' with that old desire
And fallin' again into the wind
I fall in love again
I'm fallin' again

Well, you'd think that I would learn by now
To keep from falling somehow
But I'm fallin' again
'Cause when I caught that look in your eyes
That's when I realized
I was fallin' again into the wind
I fall in love again

Fall, fall, fall, fallin' again
Fall, fall, fall, fallin' again
Fall, fall, fall, fallin' again
I fall in love again
Fallin' again into the wind, yeah

Fall, fall, fall, fallin' again
Fall, fall, fall, fallin' again
I fall in love again
Fallin' again into the wind",True,
f58dd19b-c6b1-4948-adba-87b7f4eec61d,Mountain Music,Alabama,7ac055fa-e357-4890-9098-010b8094a900,"country, country rock, country pop, alternative country, contemporary country, classic country",Country,Alabama,Mountain Music,"You see that mountain over there? Yeah?
One of these days, I'm gonna climb that mountain

Oh, play me some mountain music
Like grandma and grandpa used to play
Then I'll float on down the river
To a Cajun hideaway

Drift away like Tom Sawyer
Ride a raft with ol' Huck Finn
Take a nap like Rip Van Winkle
Daze dreamin' again

Oh, play me some mountain music
Like grandma and grandpa used to play
Then I'll float on down the river
To a Cajun hideaway

Swim across the river
Just to prove that I'm a man
Spend the day bein' lazy
Just bein' nature's friend

Climb a long tall hick'ry
Bend it over, skinnin' cats
Playin' baseball with chert rocks
Usin' sawmill slabs for bats

Play some back-home, come-on music
That comes from the heart
Play somethin' with lots of feelin'
'Cause that's where music has to start

Oh, play me some mountain music
Like grandma and grandpa used to play
Then I'll float on down the river
To a Cajun hideaway, hey, hey!

Oh, play me mountain music
Oh, play me mountain music
Oh, play me mountain music
Oh, play (yee-haw!)",True,
cb65ab25-df6e-4927-bca3-850aa4e759ff,Take Me Down,Alabama,7ac055fa-e357-4890-9098-010b8094a900,"country, country rock, country pop, contemporary country, classic country",Country,Alabama,Take Me Down,"Fly away with me tonight
Take me on a one-way flight in your lovin' arms
And ev'rything's gonna be alright
You're the one who took my hand
When no one else could understand
You're the one who moves me
Like nobody else can
Take me down where I wanna be
Turn around, this man who lives inside of me
Take me down and love me all night long
Hold me close and make me strong
Take me down, take me down tonight
In your eyes I see a light
It's your emotions glowin' bright
So keep the fires burnin'
And let it warm me through the night
You can be a part of me
'Cause you're what love was meant to be
You and me, baby
We'll set this flame inside free
Take me down where I wanna be
Turn around, this man who lives inside of me
Take me down and love me all night long
Hold me close and make me strong
Take me down, take me down tonight
You don't have to stay forever
Let's just put our hearts together
Share another night in ecstasy
We know that it's feelin' better
Ev'ry time we get together
Maybe love was meant for you and me
Whoa
Take me down where I wanna be
Turn around, this man who lives inside of me
Take me down and love me all night long
Hold me close and make me strong
Take me down, take me down tonight
Take me down tonight
Ooh oh, take me down tonight
Ooh oh, are you gonna take me, (take me)
Shake me, (shake me)
Take me down tonight
Um hum
Take me, shake me...
Take me down tonight
Ooh oh
(Take me)
Take me down tonight
(Take me, shake me)
(Take me down tonight)
Take me, shake me
Take me down tonight
",True,
1bf89a33-9687-4f6b-84bf-2e1c60536c35,She Ain’t Your Ordinary Girl,Alabama,7ac055fa-e357-4890-9098-010b8094a900,"country, country rock, country pop, contemporary country, classic country",Country,,,,False,
75dba78a-81a5-4f37-b4ff-8347bc88007c,Then Again,Alabama,7ac055fa-e357-4890-9098-010b8094a900,"country, country rock, country pop, contemporary country, classic country",Country,Alabama,Then Again,"We could walk away now, call it over and done
Say we fought the good fight and nobody won
Say we're both better off, that worst came to worst
So we didn't last, hey, we're not the first

But then again, if we give it one more try
We might find the feeling can never really die
And there's still a chance to be all we might have been
And find the love we had back then again

Off to such a good start but somehow it seems
We've let our hearts fall apart at the dreams
We could throw in the towel walk away with our pride
Say it just wasn't worth all the tears that we've cried

But then again, if we give it one more try
We might find the feeling can never really die
There's still a chance to be all we might have been
Let's find the love we had back then again

Maybe if we want it bad enough
We can make it better than it ever was

And there's still a chance to be all we might have been
Let's find the love we had back then again",True,
2dca7f8f-9047-40d3-b7b3-ce5b45eb6ca1,When the Devil Gets the Best of Me,Big & Rich,9c76170f-0d77-4aa3-b3c9-52f1ce07b9ec,"country, country pop, contemporary country, country-pop",Country,Big & Rich,When the Devil Gets the Best of Me,"One, two, three

Sometimes whiskey, sometimes pills
Silly things I need to get my thrills
Sometimes women are like cocaine
Got to have 'em more and more everyday

Yeah, the man in the mirror
Ain't no man like I oughta be
Tell me why can't I see
When the devil gets the best of me?

I've left heartaches, thought they'd mend
I know how to lose some real good friends
I get angry, I stay mad
Can't get happy with this life I have

Yeah, the man in the mirror
Ain't no man like I oughta be
Tell me why can't I see
When the devil gets the best of me?

Now I'm a little wiser than I was back then
But still I'm stumblin' everyday
Tryin' to walk a little straighter
Tryin' to find a way to forgive

The man in the mirror
Ain't no man like I oughta be
Tell me why can't I see
When the devil gets the best of me?

Yeah, the man in the mirror
Ain't no man like I oughta be
Tell me why, oh, why can't I see
When the devil gets the best of me?

Tell me why can't I see
When the devil gets the best of me?",True,
d8922791-3531-498d-b790-52ccab6d7f81,Kick My Ass,Big & Rich,9c76170f-0d77-4aa3-b3c9-52f1ce07b9ec,"country, alternative country, contemporary country, country-pop, modern country",Country,Big & Rich,Kick My Ass,"Well I walked up to the bar
I laid down my platinum card
Then I ordered fifty longnecks
For my new friends (Thanks Kenny)
Well the barmaid passed them out
And before we chugged them down
I held mine up, said, ""Here's to us"" and then

This blonde slid up to me
She said, that was awful sweet
And then I saw her boyfriend
As wide as he was tall
Well he broke up our hug
With a six-foot-five inch shove
And I found myself
Slammed up against the wall

Why does everybody want to kick my ass
I'm just trying to have a little fun
For all the ones who can't
And just because I kiss the prettiest girls
And I drive my truck too fast
Why does everybody want to kick my ass

Well I never been the type
To walk up and pick a fight
I've always been the kind to get along
I throw parties all the time
And they're always on my dime
We drink and dance and smoke until the dawn

Well my style of stress relief
Sometimes disturbs the peace
The police show up
Cut donuts in my yard
And while the Zeppelin's playin' loud
They run off my party crowd
They cuff my wrists
And throw me down so hard

Why does everybody want to kick my ass
I'm just trying to have a little fun
For all the ones who can't
And just because i kiss the prettiest girls
And I drive my truck too fast
Why does everybody want to kick my ass

And just because I kiss the prettiest girls
And I drive my truck too fast
Why does everybody want
It seems like everybody wants
Why does everybody want to kick my ass",True,
